timestamp,cpu_temp_c,pmic_temp_c,passive_state,core_voltage_v,throttled
2026-04-22T19:08:00,34.563,26.9,0,0.86,0x0
2026-04-22T19:08:10,35.05,26.9,0,0.86,0x0
2026-04-22T19:08:20,35.05,29.0,0,0.86,0x0
2026-04-22T19:08:30,36.024,29.0,0,0.86,0x0
2026-04-22T19:08:40,36.998,29.0,0,0.86,0x0
2026-04-22T19:08:50,37.485,31.1,0,0.86,0x0
2026-04-22T19:09:01,37.485,31.1,0,0.86,0x0
2026-04-22T19:09:11,37.485,31.1,0,0.86,0x0
2026-04-22T19:09:21,36.998,31.1,0,0.86,0x0
2026-04-22T19:09:31,38.946,31.1,0,0.86,0x0
2026-04-22T19:09:41,38.946,31.1,0,0.86,0x0
2026-04-22T19:09:51,38.459,31.1,0,0.86,0x0
2026-04-22T19:10:01,37.972,31.1,0,0.86,0x0
2026-04-22T19:10:11,38.946,31.1,0,0.86,0x0
2026-04-22T19:10:21,38.459,31.1,0,0.86,0x0
2026-04-22T19:10:31,39.433,33.2,0,0.86,0x0
2026-04-22T19:10:41,38.459,33.2,0,0.86,0x0
2026-04-22T19:10:51,38.459,33.2,0,0.86,0x0
2026-04-22T19:11:01,38.946,33.2,0,0.86,0x0
2026-04-22T19:11:11,40.894,33.2,0,0.86,0x0
2026-04-22T19:11:21,39.92,33.2,0,0.86,0x0
2026-04-22T19:11:31,39.433,33.2,0,0.86,0x0
2026-04-22T19:11:41,40.407,33.2,0,0.86,0x0
2026-04-22T19:11:51,39.433,33.2,0,0.86,0x0
2026-04-22T19:12:01,40.407,33.2,0,0.86,0x0
2026-04-22T19:12:11,39.92,33.2,0,0.86,0x0
2026-04-22T19:12:21,39.92,33.2,0,0.86,0x0
2026-04-22T19:12:31,39.433,33.2,0,0.86,0x0
2026-04-22T19:12:41,39.92,33.2,0,0.86,0x0
2026-04-22T19:12:51,38.459,33.2,0,0.86,0x0
2026-04-22T19:13:01,39.433,33.2,0,0.86,0x0
2026-04-22T19:13:11,39.92,33.2,0,0.86,0x0
2026-04-22T19:13:21,39.433,31.1,0,0.86,0x0
2026-04-22T19:13:31,38.459,31.1,0,0.86,0x0
2026-04-22T19:13:41,38.459,31.1,0,0.86,0x0
2026-04-22T19:13:51,38.946,31.1,0,0.86,0x0
2026-04-22T19:14:02,38.946,31.1,0,0.86,0x0
2026-04-22T19:14:12,39.433,31.1,0,0.86,0x0
2026-04-22T19:14:22,38.946,33.2,0,0.86,0x0
2026-04-22T19:14:32,38.946,33.2,0,0.86,0x0
2026-04-22T19:14:42,40.407,33.2,0,0.86,0x0
2026-04-22T19:14:52,39.433,31.1,0,0.86,0x0
2026-04-22T19:15:02,38.459,31.1,0,0.86,0x0
2026-04-22T19:15:12,39.433,31.1,0,0.86,0x0
2026-04-22T19:15:22,37.972,31.1,0,0.86,0x0
2026-04-22T19:15:32,39.92,33.2,0,0.86,0x0
2026-04-22T19:15:42,39.92,33.2,0,0.86,0x0
2026-04-22T19:15:52,38.459,33.2,0,0.86,0x0
2026-04-22T19:16:02,38.459,33.2,0,0.86,0x0
2026-04-22T19:16:12,39.433,33.2,0,0.86,0x0
2026-04-22T19:16:22,38.459,33.2,0,0.86,0x0
2026-04-22T19:16:32,39.433,33.2,0,0.86,0x0
2026-04-22T19:16:42,38.459,33.2,0,0.86,0x0
2026-04-22T19:16:52,39.433,33.2,0,0.86,0x0
2026-04-22T19:17:02,39.433,33.2,0,0.86,0x0
2026-04-22T19:17:12,39.433,33.2,0,0.86,0x0
2026-04-22T19:17:22,38.459,33.2,0,0.86,0x0
2026-04-22T19:17:32,38.946,33.2,0,0.86,0x0
2026-04-22T19:17:42,39.92,31.1,0,0.86,0x0
2026-04-22T19:17:52,39.433,33.2,0,0.86,0x0
2026-04-22T19:18:02,39.433,33.2,0,0.86,0x0
2026-04-22T19:18:12,38.946,33.2,0,0.86,0x0
2026-04-22T19:18:22,38.946,33.2,0,0.86,0x0
2026-04-22T19:18:32,37.972,33.2,0,0.86,0x0
2026-04-22T19:18:42,39.433,31.1,0,0.86,0x0
2026-04-22T19:18:52,37.485,31.1,0,0.86,0x0
2026-04-22T19:19:03,39.92,31.1,0,0.86,0x0
2026-04-22T19:19:13,39.92,31.1,0,0.86,0x0
2026-04-22T19:19:23,37.972,31.1,0,0.86,0x0
2026-04-22T19:19:33,38.459,33.2,0,0.86,0x0
2026-04-22T19:19:43,39.433,31.1,0,0.86,0x0
2026-04-22T19:19:53,38.459,33.2,0,0.86,0x0
2026-04-22T19:20:03,38.459,33.2,0,0.86,0x0
2026-04-22T19:20:13,39.433,33.2,0,0.86,0x0
2026-04-22T19:20:23,39.433,33.2,0,0.86,0x0
2026-04-22T19:20:33,38.946,33.2,0,0.86,0x0
2026-04-22T19:20:43,39.92,33.2,0,0.86,0x0
2026-04-22T19:20:53,38.459,33.2,0,0.86,0x0
2026-04-22T19:21:03,38.946,33.2,0,0.86,0x0
2026-04-22T19:21:13,39.433,33.2,0,0.86,0x0
2026-04-22T19:21:23,38.946,33.2,0,0.86,0x0
2026-04-22T19:21:33,39.433,33.2,0,0.86,0x0
2026-04-22T19:21:43,37.485,33.2,0,0.86,0x0
2026-04-22T19:21:53,38.946,31.1,0,0.86,0x0
2026-04-22T19:22:03,38.946,31.1,0,0.86,0x0
2026-04-22T19:22:13,39.433,31.1,0,0.86,0x0
2026-04-22T19:22:23,39.92,31.1,0,0.86,0x0
2026-04-22T19:22:33,38.946,31.1,0,0.86,0x0
2026-04-22T19:22:43,38.946,31.1,0,0.86,0x0
2026-04-22T19:22:53,39.433,31.1,0,0.86,0x0
2026-04-22T19:23:03,37.972,31.1,0,0.86,0x0
2026-04-22T19:23:13,37.972,31.1,0,0.86,0x0
2026-04-22T19:23:23,38.459,31.1,0,0.86,0x0
2026-04-22T19:23:33,38.459,31.1,0,0.86,0x0
2026-04-22T19:23:43,40.407,31.1,0,0.86,0x0
2026-04-22T19:23:53,37.972,31.1,0,0.86,0x0
2026-04-22T19:24:03,37.972,31.1,0,0.86,0x0
2026-04-22T19:24:13,37.972,31.1,0,0.86,0x0
2026-04-22T19:24:24,38.459,31.1,0,0.86,0x0
2026-04-22T19:24:34,39.433,31.1,0,0.86,0x0
2026-04-22T19:24:44,37.972,31.1,0,0.86,0x0
2026-04-22T19:24:54,36.998,31.1,0,0.86,0x0
2026-04-22T19:25:04,40.407,31.1,0,0.86,0x0
2026-04-22T19:25:14,38.459,31.1,0,0.86,0x0
2026-04-22T19:25:24,37.485,33.2,0,0.86,0x0
2026-04-22T19:25:34,38.946,31.1,0,0.86,0x0
2026-04-22T19:25:44,39.433,33.2,0,0.86,0x0
2026-04-22T19:25:54,37.972,33.2,0,0.86,0x0
2026-04-22T19:26:04,37.485,33.2,0,0.86,0x0
2026-04-22T19:26:14,38.459,33.2,0,0.86,0x0
2026-04-22T19:26:24,38.459,31.1,0,0.86,0x0
2026-04-22T19:26:34,39.433,31.1,0,0.86,0x0
2026-04-22T19:26:44,38.946,33.2,0,0.86,0x0
2026-04-22T19:26:54,37.972,33.2,0,0.86,0x0
2026-04-22T19:27:04,40.407,31.1,0,0.86,0x0
2026-04-22T19:27:14,38.946,33.2,0,0.86,0x0
2026-04-22T19:27:24,38.459,31.1,0,0.86,0x0
